"District","FIPS","Year","English Learner Status","Variable","Measure Type","Value"
"East Haven School District","900922910","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","11.8"
"East Haven School District","900922910","2015-2016","English Language Learner","Chronically Absent Students","Percent","3.5"
"East Haven School District","900922910","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","10.8"
"East Lyme School District","901123400","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"East Lyme School District","901123400","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","6.0"
"East Lyme School District","901123400","2012-2013","English Language Learner","Chronically Absent Students","Percent","0.0"
"East Lyme School District","901123400","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","4.9"
"East Lyme School District","901123400","2013-2014","English Language Learner","Chronically Absent Students","Percent","-9999"
"East Lyme School District","901123400","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","5.0"
"East Lyme School District","901123400","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"East Lyme School District","901123400","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","5.7"
"East Lyme School District","901123400","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"East Lyme School District","901123400","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","4.6"
"Easton School District","","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"Easton School District","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","4.0"
"Easton School District","","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"Easton School District","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","3.2"
"Easton School District","","2013-2014","English Language Learner","Chronically Absent Students","Percent","-9999"
"Easton School District","","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","2.2"
"Easton School District","","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"Easton School District","","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","2.3"
"Easton School District","","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"Easton School District","","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","1.7"
"East Windsor School District","900324800","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"East Windsor School District","900324800","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","11.8"
"East Windsor School District","900324800","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"East Windsor School District","900324800","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","10.4"
"East Windsor School District","900324800","2013-2014","English Language Learner","Chronically Absent Students","Percent","-9999"
"East Windsor School District","900324800","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","10.8"
"East Windsor School District","900324800","2014-2015","English Language Learner","Chronically Absent Students","Percent","0.0"
"East Windsor School District","900324800","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","10.7"
"East Windsor School District","900324800","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"East Windsor School District","900324800","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","12.3"
"Ellington School District","901325360","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"Ellington School District","901325360","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","4.3"
"Ellington School District","901325360","2012-2013","English Language Learner","Chronically Absent Students","Percent","14.0"
"Ellington School District","901325360","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","5.5"
"Ellington School District","901325360","2013-2014","English Language Learner","Chronically Absent Students","Percent","-9999"
"Ellington School District","901325360","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","3.8"
"Ellington School District","901325360","2014-2015","English Language Learner","Chronically Absent Students","Percent","20.0"
"Ellington School District","901325360","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","4.3"
"Ellington School District","901325360","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"Ellington School District","901325360","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","4.2"
"Elm City College Preparatory School District","","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"Elm City College Preparatory School District","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","1.6"
"Elm City College Preparatory School District","","2012-2013","English Language Learner","Chronically Absent Students","Percent","0.0"
"Elm City College Preparatory School District","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","3.7"
"Elm City College Preparatory School District","","2013-2014","English Language Learner","Chronically Absent Students","Percent","0.0"
"Elm City College Preparatory School District","","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","4.9"
"Elm City College Preparatory School District","","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"Elm City College Preparatory School District","","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","4.6"
"Elm City College Preparatory School District","","2015-2016","English Language Learner","Chronically Absent Students","Percent","0.0"
"Elm City College Preparatory School District","","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","5.9"
"Elm City Montessori School District","","2011-2012","English Language Learner","Chronically Absent Students","Percent","-6666"
"Elm City Montessori School District","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","-6666"
"Elm City Montessori School District","","2012-2013","English Language Learner","Chronically Absent Students","Percent","-6666"
"Elm City Montessori School District","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","-6666"
"Elm City Montessori School District","","2013-2014","English Language Learner","Chronically Absent Students","Percent","-6666"
"Elm City Montessori School District","","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","-6666"
"Elm City Montessori School District","","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"Elm City Montessori School District","","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","-9999"
"Elm City Montessori School District","","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"Elm City Montessori School District","","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","17.9"
"Enfield School District","900325990","2011-2012","English Language Learner","Chronically Absent Students","Percent","9.3"
"Enfield School District","900325990","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","11.7"
"Enfield School District","900325990","2012-2013","English Language Learner","Chronically Absent Students","Percent","9.3"
"Enfield School District","900325990","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","11.5"
"Enfield School District","900325990","2013-2014","English Language Learner","Chronically Absent Students","Percent","10.5"
"Enfield School District","900325990","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","12.0"
"Enfield School District","900325990","2014-2015","English Language Learner","Chronically Absent Students","Percent","10.3"
"Enfield School District","900325990","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","12.0"
"Enfield School District","900325990","2015-2016","English Language Learner","Chronically Absent Students","Percent","6.0"
"Enfield School District","900325990","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","12.0"
"Essex School District","","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"Essex School District","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","2.9"
"Essex School District","","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"Essex School District","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","2.1"
"Essex School District","","2013-2014","English Language Learner","Chronically Absent Students","Percent","-9999"
"Essex School District","","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","2.2"
"Essex School District","","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"Essex School District","","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","2.7"
"Essex School District","","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"Essex School District","","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","3.3"
"Explorations District","","2011-2012","English Language Learner","Chronically Absent Students","Percent","-6666"
"Explorations District","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","20.3"
"Explorations District","","2012-2013","English Language Learner","Chronically Absent Students","Percent","-6666"
"Explorations District","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","39.5"
"Explorations District","","2013-2014","English Language Learner","Chronically Absent Students","Percent","-6666"
"Explorations District","","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","29.1"
"Explorations District","","2014-2015","English Language Learner","Chronically Absent Students","Percent","-6666"
"Explorations District","","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","28.4"
"Explorations District","","2015-2016","English Language Learner","Chronically Absent Students","Percent","-6666"
"Explorations District","","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","30.6"
"Fairfield School District","900126620","2011-2012","English Language Learner","Chronically Absent Students","Percent","8.6"
"Fairfield School District","900126620","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","5.1"
"Fairfield School District","900126620","2012-2013","English Language Learner","Chronically Absent Students","Percent","3.8"
"Fairfield School District","900126620","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","3.4"
"Fairfield School District","900126620","2013-2014","English Language Learner","Chronically Absent Students","Percent","3.7"
"Fairfield School District","900126620","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","3.6"
"Fairfield School District","900126620","2014-2015","English Language Learner","Chronically Absent Students","Percent","4.3"
"Fairfield School District","900126620","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","3.7"
"Fairfield School District","900126620","2015-2016","English Language Learner","Chronically Absent Students","Percent","5.2"
"Fairfield School District","900126620","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","3.8"
"Farmington School District","900327600","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"Farmington School District","900327600","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","5.4"
"Farmington School District","900327600","2012-2013","English Language Learner","Chronically Absent Students","Percent","9.8"
"Farmington School District","900327600","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","6.9"
"Farmington School District","900327600","2013-2014","English Language Learner","Chronically Absent Students","Percent","8.0"
"Farmington School District","900327600","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","6.4"
"Farmington School District","900327600","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"Farmington School District","900327600","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","5.9"
"Farmington School District","900327600","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"Farmington School District","900327600","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","4.6"
"Franklin School District","","2011-2012","English Language Learner","Chronically Absent Students","Percent","-6666"
"Franklin School District","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","-9999"
"Franklin School District","","2012-2013","English Language Learner","Chronically Absent Students","Percent","-6666"
"Franklin School District","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","8.3"
"Franklin School District","","2013-2014","English Language Learner","Chronically Absent Students","Percent","-6666"
"Franklin School District","","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","-9999"
"Franklin School District","","2014-2015","English Language Learner","Chronically Absent Students","Percent","-6666"
"Franklin School District","","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","4.3"
"Franklin School District","","2015-2016","English Language Learner","Chronically Absent Students","Percent","-6666"
"Franklin School District","","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","-9999"
"Glastonbury School District","900331240","2011-2012","English Language Learner","Chronically Absent Students","Percent","9.3"
"Glastonbury School District","900331240","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","3.3"
"Glastonbury School District","900331240","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"Glastonbury School District","900331240","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","3.3"
"Glastonbury School District","900331240","2013-2014","English Language Learner","Chronically Absent Students","Percent","10.3"
"Glastonbury School District","900331240","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","2.7"
"Glastonbury School District","900331240","2014-2015","English Language Learner","Chronically Absent Students","Percent","10.6"
"Glastonbury School District","900331240","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","2.9"
"Glastonbury School District","900331240","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"Glastonbury School District","900331240","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","2.7"
"Granby School District","900332640","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"Granby School District","900332640","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","4.5"
"Granby School District","900332640","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"Granby School District","900332640","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","4.7"
"Granby School District","900332640","2013-2014","English Language Learner","Chronically Absent Students","Percent","-9999"
"Granby School District","900332640","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","5.0"
"Granby School District","900332640","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"Granby School District","900332640","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","4.7"
"Granby School District","900332640","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"Granby School District","900332640","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","5.2"
"Great Oaks Charter School Bridgeport","","2011-2012","English Language Learner","Chronically Absent Students","Percent","-6666"
"Great Oaks Charter School Bridgeport","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","-6666"
"Great Oaks Charter School Bridgeport","","2012-2013","English Language Learner","Chronically Absent Students","Percent","-6666"
"Great Oaks Charter School Bridgeport","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","-6666"
"Great Oaks Charter School Bridgeport","","2013-2014","English Language Learner","Chronically Absent Students","Percent","-6666"
"Great Oaks Charter School Bridgeport","","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","-6666"
"Great Oaks Charter School Bridgeport","","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"Great Oaks Charter School Bridgeport","","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","20.6"
"Great Oaks Charter School Bridgeport","","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"Great Oaks Charter School Bridgeport","","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","15.3"
"Greenwich School District","900133620","2011-2012","English Language Learner","Chronically Absent Students","Percent","6.1"
"Greenwich School District","900133620","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","5.7"
"Greenwich School District","900133620","2012-2013","English Language Learner","Chronically Absent Students","Percent","9.3"
"Greenwich School District","900133620","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","8.0"
"Greenwich School District","900133620","2013-2014","English Language Learner","Chronically Absent Students","Percent","6.1"
"Greenwich School District","900133620","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","4.6"
"Greenwich School District","900133620","2014-2015","English Language Learner","Chronically Absent Students","Percent","3.9"
"Greenwich School District","900133620","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","3.1"
"Greenwich School District","900133620","2015-2016","English Language Learner","Chronically Absent Students","Percent","2.9"
"Greenwich School District","900133620","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","3.8"
"Griswold School District","901133900","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"Griswold School District","901133900","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","11.6"
"Griswold School District","901133900","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"Griswold School District","901133900","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","10.6"
"Griswold School District","901133900","2013-2014","English Language Learner","Chronically Absent Students","Percent","-9999"
"Griswold School District","901133900","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","10.6"
"Griswold School District","901133900","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"Griswold School District","901133900","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","10.4"
"Griswold School District","901133900","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"Griswold School District","901133900","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","9.1"
"Groton School District","901134250","2011-2012","English Language Learner","Chronically Absent Students","Percent","19.0"
"Groton School District","901134250","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","13.3"
"Groton School District","901134250","2012-2013","English Language Learner","Chronically Absent Students","Percent","15.0"
"Groton School District","901134250","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","12.3"
"Groton School District","901134250","2013-2014","English Language Learner","Chronically Absent Students","Percent","10.6"
"Groton School District","901134250","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","11.9"
"Groton School District","901134250","2014-2015","English Language Learner","Chronically Absent Students","Percent","16.2"
"Groton School District","901134250","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","11.2"
"Groton School District","901134250","2015-2016","English Language Learner","Chronically Absent Students","Percent","10.2"
"Groton School District","901134250","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","11.1"
"Guilford School District","900934950","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"Guilford School District","900934950","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","6.3"
"Guilford School District","900934950","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"Guilford School District","900934950","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","7.0"
"Guilford School District","900934950","2013-2014","English Language Learner","Chronically Absent Students","Percent","-9999"
"Guilford School District","900934950","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","5.9"
"Guilford School District","900934950","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"Guilford School District","900934950","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","4.9"
"Guilford School District","900934950","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"Guilford School District","900934950","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","4.6"
"Hamden School District","900935650","2011-2012","English Language Learner","Chronically Absent Students","Percent","10.7"
"Hamden School District","900935650","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","13.2"
"Hamden School District","900935650","2012-2013","English Language Learner","Chronically Absent Students","Percent","15.1"
"Hamden School District","900935650","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","15.1"
"Hamden School District","900935650","2013-2014","English Language Learner","Chronically Absent Students","Percent","13.0"
"Hamden School District","900935650","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","14.5"
"Hamden School District","900935650","2014-2015","English Language Learner","Chronically Absent Students","Percent","15.1"
"Hamden School District","900935650","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","14.6"
"Hamden School District","900935650","2015-2016","English Language Learner","Chronically Absent Students","Percent","19.7"
"Hamden School District","900935650","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","18.3"
"Hampton School District","","2011-2012","English Language Learner","Chronically Absent Students","Percent","-6666"
"Hampton School District","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","5.8"
"Hampton School District","","2012-2013","English Language Learner","Chronically Absent Students","Percent","-6666"
"Hampton School District","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","-9999"
"Hampton School District","","2013-2014","English Language Learner","Chronically Absent Students","Percent","-6666"
"Hampton School District","","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","-9999"
"Hampton School District","","2014-2015","English Language Learner","Chronically Absent Students","Percent","-6666"
"Hampton School District","","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","6.8"
"Hampton School District","","2015-2016","English Language Learner","Chronically Absent Students","Percent","-6666"
"Hampton School District","","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","7.9"
"Hartford School District","900337070","2011-2012","English Language Learner","Chronically Absent Students","Percent","34.6"
"Hartford School District","900337070","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","24.1"
"Hartford School District","900337070","2012-2013","English Language Learner","Chronically Absent Students","Percent","33.6"
"Hartford School District","900337070","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","23.1"
"Hartford School District","900337070","2013-2014","English Language Learner","Chronically Absent Students","Percent","35.0"
"Hartford School District","900337070","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","24.7"
"Hartford School District","900337070","2014-2015","English Language Learner","Chronically Absent Students","Percent","33.9"
"Hartford School District","900337070","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","23.7"
"Hartford School District","900337070","2015-2016","English Language Learner","Chronically Absent Students","Percent","29.1"
"Hartford School District","900337070","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","20.7"
"Hartland School District","","2011-2012","English Language Learner","Chronically Absent Students","Percent","-6666"
"Hartland School District","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","3.3"
"Hartland School District","","2012-2013","English Language Learner","Chronically Absent Students","Percent","-6666"
"Hartland School District","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","5.6"
"Hartland School District","","2013-2014","English Language Learner","Chronically Absent Students","Percent","-6666"
"Hartland School District","","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","5.1"
"Hartland School District","","2014-2015","English Language Learner","Chronically Absent Students","Percent","-6666"
"Hartland School District","","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","3.2"
"Hartland School District","","2015-2016","English Language Learner","Chronically Absent Students","Percent","-6666"
"Hartland School District","","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","-9999"
"Hebron School District","","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"Hebron School District","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","3.7"
"Hebron School District","","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"Hebron School District","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","3.5"
"Hebron School District","","2013-2014","English Language Learner","Chronically Absent Students","Percent","-9999"
"Hebron School District","","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","2.1"
"Hebron School District","","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"Hebron School District","","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","2.2"
"Hebron School District","","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"Hebron School District","","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","1.6"
"Highville Charter School District","","2011-2012","English Language Learner","Chronically Absent Students","Percent","-6666"
"Highville Charter School District","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","4.4"
"Highville Charter School District","","2012-2013","English Language Learner","Chronically Absent Students","Percent","-6666"
"Highville Charter School District","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","5.7"
"Highville Charter School District","","2013-2014","English Language Learner","Chronically Absent Students","Percent","-6666"
"Highville Charter School District","","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","2.9"
"Highville Charter School District","","2014-2015","English Language Learner","Chronically Absent Students","Percent","-6666"
"Highville Charter School District","","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","6.6"
"Highville Charter School District","","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"Highville Charter School District","","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","7.1"
"Integrated Day Charter School District","","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"Integrated Day Charter School District","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","6.7"
"Integrated Day Charter School District","","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"Integrated Day Charter School District","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","6.7"
"Integrated Day Charter School District","","2013-2014","English Language Learner","Chronically Absent Students","Percent","0.0"
"Integrated Day Charter School District","","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","6.7"
"Integrated Day Charter School District","","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"Integrated Day Charter School District","","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","5.5"
"Integrated Day Charter School District","","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"Integrated Day Charter School District","","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","4.1"
"Interdistrict School for Arts and Communication District","","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"Interdistrict School for Arts and Communication District","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","7.4"
"Interdistrict School for Arts and Communication District","","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"Interdistrict School for Arts and Communication District","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","9.8"
"Interdistrict School for Arts and Communication District","","2013-2014","English Language Learner","Chronically Absent Students","Percent","-9999"
"Interdistrict School for Arts and Communication District","","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","11.3"
"Interdistrict School for Arts and Communication District","","2014-2015","English Language Learner","Chronically Absent Students","Percent","25.8"
"Interdistrict School for Arts and Communication District","","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","10.4"
"Interdistrict School for Arts and Communication District","","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"Interdistrict School for Arts and Communication District","","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","6.8"
"Jumoke Academy District","","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"Jumoke Academy District","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","2.5"
"Jumoke Academy District","","2012-2013","English Language Learner","Chronically Absent Students","Percent","-6666"
"Jumoke Academy District","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","6.1"
"Jumoke Academy District","","2013-2014","English Language Learner","Chronically Absent Students","Percent","-6666"
"Jumoke Academy District","","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","6.2"
"Jumoke Academy District","","2014-2015","English Language Learner","Chronically Absent Students","Percent","-6666"
"Jumoke Academy District","","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","7.9"
"Jumoke Academy District","","2015-2016","English Language Learner","Chronically Absent Students","Percent","-6666"
"Jumoke Academy District","","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","6.3"
"Kent School District","","2011-2012","English Language Learner","Chronically Absent Students","Percent","-6666"
"Kent School District","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","6.8"
"Kent School District","","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"Kent School District","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","3.8"
"Kent School District","","2013-2014","English Language Learner","Chronically Absent Students","Percent","-9999"
"Kent School District","","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","2.7"
"Kent School District","","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"Kent School District","","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","2.5"
"Kent School District","","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"Kent School District","","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","2.7"
"Killingly School District","901540500","2011-2012","English Language Learner","Chronically Absent Students","Percent","15.3"
"Killingly School District","901540500","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","14.1"
"Killingly School District","901540500","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"Killingly School District","901540500","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","16.3"
"Killingly School District","901540500","2013-2014","English Language Learner","Chronically Absent Students","Percent","-9999"
"Killingly School District","901540500","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","13.0"
"Killingly School District","901540500","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"Killingly School District","901540500","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","9.8"
"Killingly School District","901540500","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"Killingly School District","901540500","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","11.4"
"LEARN","","2011-2012","English Language Learner","Chronically Absent Students","Percent","17.1"
"LEARN","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","14.2"
"LEARN","","2012-2013","English Language Learner","Chronically Absent Students","Percent","43.2"
"LEARN","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","30.6"
"LEARN","","2013-2014","English Language Learner","Chronically Absent Students","Percent","11.2"
